wdid,name,wdLabel,gender,dob,dobPrecision,source,sourceDate,pid,position,psid
Q16189272,David Gillespie,David Gillespie,male,1957-12-20,11,https://www.pm.gov.au/your-government,2021-08-06,Q107971730,Deputy Leader of the House,Q16189272-001DECDC-26D9-4841-97EC-A1BC89400384
Q16189272,David Gillespie,David Gillespie,male,1957-12-20,11,https://www.pm.gov.au/your-government,2021-08-06,Q107972862,Minister Assisting the Minister for Trade and Investment,Q16189272-1BFC762C-A908-4D0E-BC26-063E0DF995D9
Q16189272,David Gillespie,David Gillespie,male,1957-12-20,11,https://www.pm.gov.au/your-government,2021-08-06,Q107971726,Minister for Regional Health,Q16189272-406035CC-A057-46E9-9277-1529430E06B3
Q16191011,Marise Payne,Marise Payne,female,1964-07-29,11,https://www.pm.gov.au/your-government,2021-08-06,Q2660943,Minister for Foreign Affairs,Q16191011-D5606213-CD88-4838-95AC-36BC3992DD3E
Q16191011,Marise Payne,Marise Payne,female,1964-07-29,11,https://www.pm.gov.au/your-government,2021-08-06,Q6866013,Minister for Women,Q16191011-FC1368F2-1247-4161-A6DB-6F8DCC329E21
Q16194644,Michelle Landry,Michelle Landry,female,1962-10-15,11,https://www.pm.gov.au/your-government,2021-08-06,Q107972835,Assistant Minister for Regional Tourism,Q16194644-532D8867-DAD7-42C9-B0C6-1F2BC6F51DFE
Q16194644,Michelle Landry,Michelle Landry,female,1962-10-15,11,https://www.pm.gov.au/your-government,2021-08-06,Q107972819,Assistant Minister for Children and Families,Q16194644-A9000CC6-982D-4B25-822C-07A6DD9510D0
Q16195119,Kevin Hogan,Kevin Hogan,male,1963-08-11,11,https://www.pm.gov.au/your-government,2021-08-06,Q107972838,Assistant Minister for Local Government,Q16195119-AC42A012-9163-4185-BEBB-0FE5936C7AEA
Q16195119,Kevin Hogan,Kevin Hogan,male,1963-08-11,11,https://www.pm.gov.au/your-government,2021-08-06,Q107972840,Assistant Minister to the Deputy Prime Minister,Q16195119-ADA44622-2A57-42C9-B46D-A777BACE01EF
Q16195275,Melissa Price,Melissa Price,female,1963-12-12,11,https://www.pm.gov.au/your-government,2021-08-06,Q6865784,Minister for Defence Industry,Q16195275-30EEDB3C-48AD-4D3A-B52D-C0687E103529
Q16195275,Melissa Price,Melissa Price,female,1963-12-12,11,,,Q108865070,Minister for Science and Technology,Q16195275-74B568B6-E8EE-4A43-B581-EFFB59A5016B
Q16196728,Angus Taylor,Angus Taylor,male,1966-09-30,11,https://www.pm.gov.au/your-government,2021-10-11,Q11796924,"Minister for Industry, Energy and Emissions Reduction",Q16196728-E1318566-2540-4896-8917-85CBEA0F64B7
Q16205919,Tim Wilson,Tim Wilson,male,1980-03-12,11,,,Q108865049,"Assistant Minister to the Minister for Industry, Energy and Emissions Reduction",Q16205919-2C676716-ADE3-4C4C-9DD6-883F8A3E8059
Q16206609,Keith Pitt,Keith Pitt,male,1969-08-31,11,https://www.pm.gov.au/your-government,2021-08-06,Q107971013,Minister for Resources and Water,Q16206609-8932C897-8D10-4642-85EA-B69CCC8F0AF5
Q16214788,David Coleman,David Coleman,male,1974-03-05,11,https://www.pm.gov.au/your-government,2021-08-06,Q107972886,Assistant Minister to the Prime Minister for Mental Health and Suicide Prevention,Q16214788-CE5EF072-F065-4445-95BA-40B1B7EE58A1
Q16221628,Michael Sukkar,Michael Sukkar,male,1981-09-11,11,https://www.pm.gov.au/your-government,2021-08-06,Q107971701,"Minister for Homelessness, Social and Community Housing",Q16221628-38DF2DC4-2B6C-42A0-A379-5C22E829904B
Q16221628,Michael Sukkar,Michael Sukkar,male,1981-09-11,11,https://www.pm.gov.au/your-government,2021-08-06,Q107971707,Assistant Treasurer,Q16221628-F7517894-A2D0-4C1C-AF96-CA330EDAA9C2
Q16729935,Luke Howarth,Luke Howarth,male,1972-06-06,11,https://www.pm.gov.au/your-government,2021-08-06,Q107972882,Assistant Minister for Youth and Employment Services,Q16729935-79991F95-E315-46F8-850B-8C5CC504776C
