@@,itemlabel,item,startdate,enddate
->,James Cockle->Sir James Cockle,Q3068268,1863-02-21,1879-06-24
->,Charles Lilley->Sir Charles Lilley,Q2959658,1879-06-25,1893-03-13
->,Samuel Griffith->Sir Samuel Griffith,Q3471137,1893-03-13,1903-10-04
->,Pope Cooper->Sir Pope Alexander Cooper,Q7229150,1903-10-21,1922-03-31
->,James Blair->Sir James Blair,Q6129853,1925-04-24,1940-05-16
->,William Flood Webb->Sir William Webb,Q643603,1940-06-27,1946-05-15
->,Alan Mansfield->Sir Alan Mansfield,Q2602011,1956-02-09,1966-02-21
->,Mostyn Hanger->Sir Mostyn Hanger,Q6917023,1971-05-13,1977-07-18
->,Charles Wanstall->Sir Charles Wanstall,Q23901651,1977-07-19,1982-02-17
->,Walter Campbell->Sir Walter Campbell,Q465245,1982-02-18,1985-07-07
->,Dormer Andrews->Sir Dormer Andrews,Q20313004,1985-07-08,1989-04-07
->,Paul de Jersey,Q7154577,1998-02-17->1998-09-21,2014-07-08
->,Helen Bowskill,Q111327660->NULL,2022-03-19,
